,time,open_cnt,c_cnt
843,2016-07-26 18:48:00,23,15
844,2016-07-26 18:49:00,11,15
845,2016-07-26 18:50:00,14,19
846,2016-07-26 18:51:00,22,17
847,2016-07-26 18:52:00,12,14
848,2016-07-26 18:53:00,15,21
849,2016-07-26 18:54:00,18,19
850,2016-07-26 18:55:00,11,13
851,2016-07-26 18:56:00,19,13
852,2016-07-26 18:57:00,20,14
853,2016-07-26 18:58:00,21,13
854,2016-07-26 18:59:00,15,13
855,2016-07-26 19:00:00,15,25
856,2016-07-26 19:01:00,13,22
857,2016-07-26 19:02:00,16,15
858,2016-07-26 19:03:00,19,13
859,2016-07-26 19:04:00,23,14
860,2016-07-26 19:05:00,17,11
861,2016-07-26 19:06:00,17,20
862,2016-07-26 19:07:00,14,17
863,2016-07-26 19:08:00,8,17
864,2016-07-26 19:09:00,21,15
865,2016-07-26 19:10:00,20,14
866,2016-07-26 19:11:00,20,17
867,2016-07-26 19:12:00,15,20
868,2016-07-26 19:13:00,17,18
869,2016-07-26 19:14:00,18,19
870,2016-07-26 19:15:00,16,17
871,2016-07-26 19:16:00,12,30
872,2016-07-26 19:17:00,13,17
873,2016-07-26 19:18:00,17,24
874,2016-07-26 19:19:00,19,19
875,2016-07-26 19:20:00,16,13
876,2016-07-26 19:21:00,19,22
877,2016-07-26 19:22:00,16,10
878,2016-07-26 19:23:00,19,12
879,2016-07-26 19:24:00,14,19
880,2016-07-26 19:25:00,17,19
881,2016-07-26 19:26:00,13,20
882,2016-07-26 19:27:00,18,23
883,2016-07-26 19:28:00,24,19
884,2016-07-26 19:29:00,11,15
885,2016-07-26 19:30:00,21,16
886,2016-07-26 19:31:00,14,13
887,2016-07-26 19:32:00,13,22
888,2016-07-26 19:33:00,16,18
889,2016-07-26 19:34:00,23,17
890,2016-07-26 19:35:00,16,14
891,2016-07-26 19:36:00,8,14
892,2016-07-26 19:37:00,15,21
893,2016-07-26 19:38:00,20,11
894,2016-07-26 19:39:00,15,18
895,2016-07-26 19:40:00,23,11
896,2016-07-26 19:41:00,14,17
897,2016-07-26 19:42:00,23,24
898,2016-07-26 19:43:00,15,18
899,2016-07-26 19:44:00,20,26
900,2016-07-26 19:45:00,16,18
901,2016-07-26 19:46:00,18,15
902,2016-07-26 19:47:00,12,21
903,2016-07-26 19:48:00,18,14
904,2016-07-26 19:49:00,13,12
905,2016-07-26 19:50:00,20,14
906,2016-07-26 19:51:00,22,11
907,2016-07-26 19:52:00,18,15
908,2016-07-26 19:53:00,17,15
909,2016-07-26 19:54:00,22,18
910,2016-07-26 19:55:00,14,12
911,2016-07-26 19:56:00,11,18
912,2016-07-26 19:57:00,12,21
913,2016-07-26 19:58:00,16,21
914,2016-07-26 19:59:00,8,15
915,2016-07-26 20:00:00,21,22
916,2016-07-26 20:01:00,17,21
917,2016-07-26 20:02:00,23,19
918,2016-07-26 20:03:00,17,20
919,2016-07-26 20:04:00,20,10
920,2016-07-26 20:05:00,12,24
921,2016-07-26 20:06:00,13,19
922,2016-07-26 20:07:00,21,19
923,2016-07-26 20:08:00,23,16
924,2016-07-26 20:09:00,10,16
925,2016-07-26 20:10:00,13,20
926,2016-07-26 20:11:00,24,11
927,2016-07-26 20:12:00,17,17
928,2016-07-26 20:13:00,10,15
929,2016-07-26 20:14:00,16,15
930,2016-07-26 20:15:00,19,11
931,2016-07-26 20:16:00,12,17
932,2016-07-26 20:17:00,22,13
933,2016-07-26 20:18:00,19,21
934,2016-07-26 20:19:00,15,12
935,2016-07-26 20:20:00,16,15
936,2016-07-26 20:21:00,15,15
937,2016-07-26 20:22:00,11,19
938,2016-07-26 20:23:00,20,19
939,2016-07-26 20:24:00,23,14
940,2016-07-26 20:25:00,15,17
941,2016-07-26 20:26:00,12,16
942,2016-07-26 20:27:00,13,15
943,2016-07-26 20:28:00,18,14
944,2016-07-26 20:29:00,23,17
945,2016-07-26 20:30:00,22,14
946,2016-07-26 20:31:00,13,8
947,2016-07-26 20:32:00,11,17
948,2016-07-26 20:33:00,13,17
949,2016-07-26 20:34:00,17,20
950,2016-07-26 20:35:00,20,20
951,2016-07-26 20:36:00,17,10
952,2016-07-26 20:37:00,10,14
953,2016-07-26 20:38:00,18,18
954,2016-07-26 20:39:00,18,26
955,2016-07-26 20:40:00,18,20
956,2016-07-26 20:41:00,18,19
957,2016-07-26 20:42:00,16,15
958,2016-07-26 20:43:00,20,15
959,2016-07-26 20:44:00,12,20
960,2016-07-26 20:45:00,12,17
961,2016-07-26 20:46:00,17,15
962,2016-07-26 20:47:00,17,14
963,2016-07-26 20:48:00,20,16
964,2016-07-26 20:49:00,26,12
965,2016-07-26 20:50:00,13,18
966,2016-07-26 20:51:00,17,15
967,2016-07-26 20:52:00,15,20
968,2016-07-26 20:53:00,13,21
969,2016-07-26 20:54:00,16,12
970,2016-07-26 20:55:00,17,18
971,2016-07-26 20:56:00,16,17
972,2016-07-26 20:57:00,28,16
973,2016-07-26 20:58:00,13,21
974,2016-07-26 20:59:00,11,17
975,2016-07-26 21:00:00,20,26
976,2016-07-26 21:01:00,15,19
977,2016-07-26 21:02:00,14,21
978,2016-07-26 21:03:00,16,10
979,2016-07-26 21:04:00,22,12
980,2016-07-26 21:05:00,18,16
981,2016-07-26 21:06:00,18,13
982,2016-07-26 21:07:00,10,13
983,2016-07-26 21:08:00,21,19
984,2016-07-26 21:09:00,17,21
985,2016-07-26 21:10:00,22,16
986,2016-07-26 21:11:00,13,24
987,2016-07-26 21:12:00,17,22
988,2016-07-26 21:13:00,17,18
989,2016-07-26 21:14:00,22,22
990,2016-07-26 21:15:00,20,18
991,2016-07-26 21:16:00,15,16
992,2016-07-26 21:17:00,14,22
993,2016-07-26 21:18:00,12,12
994,2016-07-26 21:19:00,16,23
995,2016-07-26 21:20:00,12,18
996,2016-07-26 21:21:00,15,22
997,2016-07-26 21:22:00,15,14
998,2016-07-26 21:23:00,18,18
999,2016-07-26 21:24:00,13,18
1000,2016-07-26 21:25:00,18,11
1001,2016-07-26 21:26:00,18,14
1002,2016-07-26 21:27:00,18,13
1003,2016-07-26 21:28:00,24,13
1004,2016-07-26 21:29:00,17,13
1005,2016-07-26 21:30:00,21,18
1006,2016-07-26 21:31:00,22,13
1007,2016-07-26 21:32:00,13,14
1008,2016-07-26 21:33:00,14,10
1009,2016-07-26 21:34:00,15,14
1010,2016-07-26 21:35:00,16,16
1011,2016-07-26 21:36:00,18,16
1012,2016-07-26 21:37:00,16,6
1013,2016-07-26 21:38:00,10,22
1014,2016-07-26 21:39:00,19,9
1015,2016-07-26 21:40:00,14,19
1016,2016-07-26 21:41:00,24,18
1017,2016-07-26 21:42:00,16,13
1018,2016-07-26 21:43:00,11,13
1019,2016-07-26 21:44:00,15,15
1020,2016-07-26 21:45:00,19,14
1021,2016-07-26 21:46:00,17,11
1022,2016-07-26 21:47:00,19,14
1023,2016-07-26 21:48:00,15,14
1024,2016-07-26 21:49:00,12,21
1025,2016-07-26 21:50:00,17,17
1026,2016-07-26 21:51:00,16,23
1027,2016-07-26 21:52:00,14,14
1028,2016-07-26 21:53:00,13,19
1029,2016-07-26 21:54:00,17,14
1030,2016-07-26 21:55:00,17,12
1031,2016-07-26 21:56:00,21,14
1032,2016-07-26 21:57:00,17,13
1033,2016-07-26 21:58:00,18,15
1034,2016-07-26 21:59:00,15,19
1035,2016-07-26 22:00:00,14,21
1036,2016-07-26 22:01:00,20,15
1037,2016-07-26 22:02:00,21,18
1038,2016-07-26 22:03:00,16,14
1039,2016-07-26 22:04:00,15,19
1040,2016-07-26 22:05:00,19,18
1041,2016-07-26 22:06:00,8,17
1042,2016-07-26 22:07:00,20,17
1043,2016-07-26 22:08:00,21,12
1044,2016-07-26 22:09:00,12,12
1045,2016-07-26 22:10:00,18,15
1046,2016-07-26 22:11:00,19,24
1047,2016-07-26 22:12:00,18,26
1048,2016-07-26 22:13:00,15,17
1049,2016-07-26 22:14:00,16,23
1050,2016-07-26 22:15:00,20,18
1051,2016-07-26 22:16:00,14,18
1052,2016-07-26 22:17:00,17,17
1053,2016-07-26 22:18:00,26,15
1054,2016-07-26 22:19:00,22,16
1055,2016-07-26 22:20:00,14,18
1056,2016-07-26 22:21:00,12,13
1057,2016-07-26 22:22:00,8,14
1058,2016-07-26 22:23:00,15,18
1059,2016-07-26 22:24:00,17,21
1060,2016-07-26 22:25:00,16,14
1061,2016-07-26 22:26:00,25,17
1062,2016-07-26 22:27:00,14,18
1063,2016-07-26 22:28:00,20,21
1064,2016-07-26 22:29:00,17,15
1065,2016-07-26 22:30:00,20,14
1066,2016-07-26 22:31:00,13,16
1067,2016-07-26 22:32:00,16,17
1068,2016-07-26 22:33:00,12,18
1069,2016-07-26 22:34:00,11,16
1070,2016-07-26 22:35:00,21,22
1071,2016-07-26 22:36:00,16,21
1072,2016-07-26 22:37:00,12,20
1073,2016-07-26 22:38:00,25,9
1074,2016-07-26 22:39:00,18,13
1075,2016-07-26 22:40:00,18,20
1076,2016-07-26 22:41:00,17,18
1077,2016-07-26 22:42:00,16,14
1078,2016-07-26 22:43:00,11,15
1079,2016-07-26 22:44:00,19,20
1080,2016-07-26 22:45:00,20,15
1081,2016-07-26 22:46:00,21,25
1082,2016-07-26 22:47:00,16,21
1083,2016-07-26 22:48:00,21,14
1084,2016-07-26 22:49:00,14,14
1085,2016-07-26 22:50:00,17,11
1086,2016-07-26 22:51:00,9,13
1087,2016-07-26 22:52:00,15,26
1088,2016-07-26 22:53:00,20,14
1089,2016-07-26 22:54:00,18,10
1090,2016-07-26 22:55:00,18,21
1091,2016-07-26 22:56:00,18,17
1092,2016-07-26 22:57:00,22,22
1093,2016-07-26 22:58:00,11,17
1094,2016-07-26 22:59:00,16,21
1095,2016-07-26 23:00:00,18,17
1096,2016-07-26 23:01:00,11,16
1097,2016-07-26 23:02:00,11,10
1098,2016-07-26 23:03:00,11,13
1099,2016-07-26 23:04:00,20,14
1100,2016-07-26 23:05:00,18,9
1101,2016-07-26 23:06:00,19,14
1102,2016-07-26 23:07:00,17,25
1103,2016-07-26 23:08:00,25,17
1104,2016-07-26 23:09:00,12,18
1105,2016-07-26 23:10:00,19,17
1106,2016-07-26 23:11:00,16,17
1107,2016-07-26 23:12:00,22,15
1108,2016-07-26 23:13:00,20,17
1109,2016-07-26 23:14:00,14,18
1110,2016-07-26 23:15:00,16,14
1111,2016-07-26 23:16:00,18,19
1112,2016-07-26 23:17:00,14,24
1113,2016-07-26 23:18:00,15,19
1114,2016-07-26 23:19:00,11,18
1115,2016-07-26 23:20:00,18,14
1116,2016-07-26 23:21:00,16,16
1117,2016-07-26 23:22:00,18,23
1118,2016-07-26 23:23:00,11,19
1119,2016-07-26 23:24:00,19,21
1120,2016-07-26 23:25:00,19,10
1121,2016-07-26 23:26:00,15,16
1122,2016-07-26 23:27:00,19,16
1123,2016-07-26 23:28:00,11,16
1124,2016-07-26 23:29:00,19,19
1125,2016-07-26 23:30:00,25,20
1126,2016-07-26 23:31:00,12,16
1127,2016-07-26 23:32:00,13,18
1128,2016-07-26 23:33:00,15,20
1129,2016-07-26 23:34:00,19,17
1130,2016-07-26 23:35:00,18,13
1131,2016-07-26 23:36:00,14,15
1132,2016-07-26 23:37:00,22,18
1133,2016-07-26 23:38:00,12,18
1134,2016-07-26 23:39:00,15,11
1135,2016-07-26 23:40:00,18,13
1136,2016-07-26 23:41:00,17,13
1137,2016-07-26 23:42:00,13,16
1138,2016-07-26 23:43:00,20,20
1139,2016-07-26 23:44:00,18,16
1140,2016-07-26 23:45:00,15,11
1141,2016-07-26 23:46:00,11,19
1142,2016-07-26 23:47:00,23,18
1143,2016-07-26 23:48:00,19,17
1144,2016-07-26 23:49:00,21,13
1145,2016-07-26 23:50:00,16,20
1146,2016-07-26 23:51:00,18,21
1147,2016-07-26 23:52:00,18,11
1148,2016-07-26 23:53:00,21,22
1149,2016-07-26 23:54:00,14,18
1150,2016-07-26 23:55:00,16,18
1151,2016-07-26 23:56:00,15,14
1152,2016-07-26 23:57:00,11,16
1153,2016-07-26 23:58:00,22,18
1154,2016-07-26 23:59:00,15,14
1155,2016-07-27 00:00:00,19,21
1156,2016-07-27 00:01:00,11,19
1157,2016-07-27 00:02:00,17,19
1158,2016-07-27 00:03:00,14,16
1159,2016-07-27 00:04:00,22,21
1160,2016-07-27 00:05:00,20,21
1161,2016-07-27 00:06:00,16,8
1162,2016-07-27 00:07:00,10,21
1163,2016-07-27 00:08:00,10,16
1164,2016-07-27 00:09:00,23,14
1165,2016-07-27 00:10:00,20,17
1166,2016-07-27 00:11:00,13,21
1167,2016-07-27 00:12:00,18,13
1168,2016-07-27 00:13:00,17,17
1169,2016-07-27 00:14:00,15,21
1170,2016-07-27 00:15:00,28,18
1171,2016-07-27 00:16:00,17,13
1172,2016-07-27 00:17:00,19,20
1173,2016-07-27 00:18:00,14,12
1174,2016-07-27 00:19:00,14,9
1175,2016-07-27 00:20:00,10,24
1176,2016-07-27 00:21:00,15,23
1177,2016-07-27 00:22:00,10,14
1178,2016-07-27 00:23:00,14,10
1179,2016-07-27 00:24:00,18,13
1180,2016-07-27 00:25:00,15,23
1181,2016-07-27 00:26:00,13,12
1182,2016-07-27 00:27:00,22,15
1183,2016-07-27 00:28:00,29,14
1184,2016-07-27 00:29:00,16,15
1185,2016-07-27 00:30:00,19,21
1186,2016-07-27 00:31:00,13,20
1187,2016-07-27 00:32:00,19,23
1188,2016-07-27 00:33:00,22,18
1189,2016-07-27 00:34:00,18,21
1190,2016-07-27 00:35:00,16,17
1191,2016-07-27 00:36:00,11,12
1192,2016-07-27 00:37:00,16,18
1193,2016-07-27 00:38:00,18,17
1194,2016-07-27 00:39:00,16,13
1195,2016-07-27 00:40:00,14,21
1196,2016-07-27 00:41:00,11,22
1197,2016-07-27 00:42:00,14,14
1198,2016-07-27 00:43:00,17,18
1199,2016-07-27 00:44:00,17,15
1200,2016-07-27 00:45:00,21,16
1201,2016-07-27 00:46:00,22,18
1202,2016-07-27 00:47:00,18,20
1203,2016-07-27 00:48:00,15,18
1204,2016-07-27 00:49:00,17,20
1205,2016-07-27 00:50:00,17,23
1206,2016-07-27 00:51:00,22,16
1207,2016-07-27 00:52:00,19,21
1208,2016-07-27 00:53:00,8,15
1209,2016-07-27 00:54:00,10,21
1210,2016-07-27 00:55:00,22,17
1211,2016-07-27 00:56:00,15,9
1212,2016-07-27 00:57:00,19,18
1213,2016-07-27 00:58:00,9,18
1214,2016-07-27 00:59:00,23,16
1215,2016-07-27 01:00:00,16,20
1216,2016-07-27 01:01:00,16,20
1217,2016-07-27 01:02:00,22,14
1218,2016-07-27 01:03:00,21,12
1219,2016-07-27 01:04:00,16,19
1220,2016-07-27 01:05:00,14,20
1221,2016-07-27 01:06:00,14,10
1222,2016-07-27 01:07:00,14,20
1223,2016-07-27 01:08:00,15,16
1224,2016-07-27 01:09:00,12,18
1225,2016-07-27 01:10:00,23,16
1226,2016-07-27 01:11:00,6,19
1227,2016-07-27 01:12:00,22,11
1228,2016-07-27 01:13:00,22,16
1229,2016-07-27 01:14:00,12,17
1230,2016-07-27 01:15:00,21,25
1231,2016-07-27 01:16:00,17,13
1232,2016-07-27 01:17:00,22,14
1233,2016-07-27 01:18:00,14,17
1234,2016-07-27 01:19:00,12,15
1235,2016-07-27 01:20:00,18,11
1236,2016-07-27 01:21:00,13,18
1237,2016-07-27 01:22:00,22,16
1238,2016-07-27 01:23:00,23,22
1239,2016-07-27 01:24:00,17,21
1240,2016-07-27 01:25:00,14,20
1241,2016-07-27 01:26:00,9,16
1242,2016-07-27 01:27:00,10,11
1243,2016-07-27 01:28:00,19,11
1244,2016-07-27 01:29:00,19,21
1245,2016-07-27 01:30:00,13,17
1246,2016-07-27 01:31:00,18,20
1247,2016-07-27 01:32:00,22,20
1248,2016-07-27 01:33:00,24,8
1249,2016-07-27 01:34:00,17,4
1250,2016-07-27 01:35:00,13,18
1251,2016-07-27 01:36:00,19,7
1252,2016-07-27 01:37:00,11,10
1253,2016-07-27 01:38:00,17,18
1254,2016-07-27 01:39:00,17,16
1255,2016-07-27 01:40:00,17,14
1256,2016-07-27 01:41:00,16,12
1257,2016-07-27 01:42:00,21,17
1258,2016-07-27 01:43:00,15,17
1259,2016-07-27 01:44:00,13,19
1260,2016-07-27 01:45:00,15,24
1261,2016-07-27 01:46:00,16,23
1262,2016-07-27 01:47:00,21,12
1263,2016-07-27 01:48:00,13,14
1264,2016-07-27 01:49:00,18,18
1265,2016-07-27 01:50:00,20,19
1266,2016-07-27 01:51:00,18,7
1267,2016-07-27 01:52:00,14,14
1268,2016-07-27 01:53:00,19,16
1269,2016-07-27 01:54:00,12,22
1270,2016-07-27 01:55:00,12,14
1271,2016-07-27 01:56:00,24,12
1272,2016-07-27 01:57:00,18,9
1273,2016-07-27 01:58:00,17,13
1274,2016-07-27 01:59:00,15,17
1275,2016-07-27 02:00:00,18,14
1276,2016-07-27 02:01:00,14,19
1277,2016-07-27 02:02:00,16,19
1278,2016-07-27 02:03:00,10,20
1279,2016-07-27 02:04:00,21,17
1280,2016-07-27 02:05:00,25,20
1281,2016-07-27 02:06:00,30,16
1282,2016-07-27 02:07:00,16,18
1283,2016-07-27 02:08:00,16,10
1284,2016-07-27 02:09:00,18,17
1285,2016-07-27 02:10:00,15,21
1286,2016-07-27 02:11:00,10,13
1287,2016-07-27 02:12:00,13,16
1288,2016-07-27 02:13:00,11,13
1289,2016-07-27 02:14:00,14,27
1290,2016-07-27 02:15:00,18,12
1291,2016-07-27 02:16:00,15,21
1292,2016-07-27 02:17:00,17,24
1293,2016-07-27 02:18:00,15,21
1294,2016-07-27 02:19:00,16,21
1295,2016-07-27 02:20:00,18,16
1296,2016-07-27 02:21:00,17,13
1297,2016-07-27 02:22:00,13,13
1298,2016-07-27 02:23:00,18,19
1299,2016-07-27 02:24:00,20,14
1300,2016-07-27 02:25:00,18,14
1301,2016-07-27 02:26:00,20,21
1302,2016-07-27 02:27:00,18,20
1303,2016-07-27 02:28:00,17,9
1304,2016-07-27 02:29:00,17,14
1305,2016-07-27 02:30:00,17,14
1306,2016-07-27 02:31:00,18,12
1307,2016-07-27 02:32:00,11,18
1308,2016-07-27 02:33:00,17,9
1309,2016-07-27 02:34:00,10,19
1310,2016-07-27 02:35:00,19,21
1311,2016-07-27 02:36:00,22,18
1312,2016-07-27 02:37:00,18,21
1313,2016-07-27 02:38:00,21,16
1314,2016-07-27 02:39:00,10,21
1315,2016-07-27 02:40:00,14,17
1316,2016-07-27 02:41:00,14,18
1317,2016-07-27 02:42:00,20,15
1318,2016-07-27 02:43:00,15,24
1319,2016-07-27 02:44:00,17,15
1320,2016-07-27 02:45:00,16,9
1321,2016-07-27 02:46:00,17,17
1322,2016-07-27 02:47:00,24,15
1323,2016-07-27 02:48:00,11,21
1324,2016-07-27 02:49:00,17,10
1325,2016-07-27 02:50:00,17,15
1326,2016-07-27 02:51:00,20,19
1327,2016-07-27 02:52:00,20,17
1328,2016-07-27 02:53:00,18,18
1329,2016-07-27 02:54:00,10,14
1330,2016-07-27 02:55:00,15,18
1331,2016-07-27 02:56:00,17,14
1332,2016-07-27 02:57:00,15,15
1333,2016-07-27 02:58:00,19,16
1334,2016-07-27 02:59:00,15,20
1335,2016-07-27 03:00:00,21,8
1336,2016-07-27 03:01:00,12,16
1337,2016-07-27 03:02:00,17,24
1338,2016-07-27 03:03:00,22,17
1339,2016-07-27 03:04:00,22,17
1340,2016-07-27 03:05:00,12,15
1341,2016-07-27 03:06:00,7,19
1342,2016-07-27 03:07:00,20,15
1343,2016-07-27 03:08:00,15,10
1344,2016-07-27 03:09:00,16,9
1345,2016-07-27 03:10:00,14,17
1346,2016-07-27 03:11:00,20,20
1347,2016-07-27 03:12:00,15,18
1348,2016-07-27 03:13:00,14,22
1349,2016-07-27 03:14:00,11,14
1350,2016-07-27 03:15:00,22,18
1351,2016-07-27 03:16:00,21,14
1352,2016-07-27 03:17:00,15,16
1353,2016-07-27 03:18:00,18,17
1354,2016-07-27 03:19:00,24,12
1355,2016-07-27 03:20:00,15,16
1356,2016-07-27 03:21:00,16,23
1357,2016-07-27 03:22:00,12,20
1358,2016-07-27 03:23:00,21,13
1359,2016-07-27 03:24:00,17,24
1360,2016-07-27 03:25:00,15,18
1361,2016-07-27 03:26:00,20,13
1362,2016-07-27 03:27:00,21,20
1363,2016-07-27 03:28:00,17,21
1364,2016-07-27 03:29:00,16,15
1365,2016-07-27 03:30:00,23,12
1366,2016-07-27 03:31:00,13,14
1367,2016-07-27 03:32:00,16,18
1368,2016-07-27 03:33:00,17,21
1369,2016-07-27 03:34:00,10,21
1370,2016-07-27 03:35:00,18,18
1371,2016-07-27 03:36:00,17,18
1372,2016-07-27 03:37:00,15,19
1373,2016-07-27 03:38:00,18,20
1374,2016-07-27 03:39:00,20,13
1375,2016-07-27 03:40:00,11,20
1376,2016-07-27 03:41:00,18,17
1377,2016-07-27 03:42:00,11,22
1378,2016-07-27 03:43:00,15,20
1379,2016-07-27 03:44:00,17,18
1380,2016-07-27 03:45:00,15,17
1381,2016-07-27 03:46:00,18,20
1382,2016-07-27 03:47:00,16,12
1383,2016-07-27 03:48:00,18,21
1384,2016-07-27 03:49:00,19,12
1385,2016-07-27 03:50:00,27,17
1386,2016-07-27 03:51:00,23,17
1387,2016-07-27 03:52:00,12,13
1388,2016-07-27 03:53:00,20,17
1389,2016-07-27 03:54:00,12,17
1390,2016-07-27 03:55:00,11,20
1391,2016-07-27 03:56:00,16,20
1392,2016-07-27 03:57:00,18,12
1393,2016-07-27 03:58:00,19,13
1394,2016-07-27 03:59:00,13,13
1395,2016-07-27 04:00:00,15,18
1396,2016-07-27 04:01:00,10,10
1397,2016-07-27 04:02:00,22,26
1398,2016-07-27 04:03:00,11,12
1399,2016-07-27 04:04:00,13,16
1400,2016-07-27 04:05:00,18,18
1401,2016-07-27 04:06:00,24,12
1402,2016-07-27 04:07:00,15,20
1403,2016-07-27 04:08:00,18,16
1404,2016-07-27 04:09:00,16,13
1405,2016-07-27 04:10:00,19,14
1406,2016-07-27 04:11:00,16,16
1407,2016-07-27 04:12:00,23,17
1408,2016-07-27 04:13:00,15,21
1409,2016-07-27 04:14:00,9,20
1410,2016-07-27 04:15:00,16,22
1411,2016-07-27 04:16:00,18,10
1412,2016-07-27 04:17:00,17,15
1413,2016-07-27 04:18:00,26,18
1414,2016-07-27 04:19:00,13,17
1415,2016-07-27 04:20:00,13,20
1416,2016-07-27 04:21:00,13,18
1417,2016-07-27 04:22:00,15,16
1418,2016-07-27 04:23:00,20,11
1419,2016-07-27 04:24:00,10,21
1420,2016-07-27 04:25:00,16,15
1421,2016-07-27 04:26:00,23,20
1422,2016-07-27 04:27:00,19,15
1423,2016-07-27 04:28:00,18,22
1424,2016-07-27 04:29:00,18,21
1425,2016-07-27 04:30:00,21,16
1426,2016-07-27 04:31:00,21,16
1427,2016-07-27 04:32:00,13,23
1428,2016-07-27 04:33:00,18,12
1429,2016-07-27 04:34:00,20,18
1430,2016-07-27 04:35:00,13,17
1431,2016-07-27 04:36:00,16,13
1432,2016-07-27 04:37:00,16,18
1433,2016-07-27 04:38:00,17,23
1434,2016-07-27 04:39:00,12,16
1435,2016-07-27 04:40:00,22,17
1436,2016-07-27 04:41:00,18,16
1437,2016-07-27 04:42:00,20,17
1438,2016-07-27 04:43:00,15,13
1439,2016-07-27 04:44:00,16,11
1440,2016-07-27 04:45:00,16,13
1441,2016-07-27 04:46:00,11,8
1442,2016-07-27 04:47:00,9,21
1443,2016-07-27 04:48:00,19,15
1444,2016-07-27 04:49:00,18,13
1445,2016-07-27 04:50:00,13,13
1446,2016-07-27 04:51:00,24,14
1447,2016-07-27 04:52:00,15,10
1448,2016-07-27 04:53:00,11,22
1449,2016-07-27 04:54:00,16,10
1450,2016-07-27 04:55:00,25,20
1451,2016-07-27 04:56:00,15,18
1452,2016-07-27 04:57:00,16,10
1453,2016-07-27 04:58:00,16,14
1454,2016-07-27 04:59:00,11,14
1455,2016-07-27 05:00:00,11,14
1456,2016-07-27 05:01:00,21,16
1457,2016-07-27 05:02:00,18,17
1458,2016-07-27 05:03:00,14,15
1459,2016-07-27 05:04:00,21,21
1460,2016-07-27 05:05:00,18,13
1461,2016-07-27 05:06:00,21,10
1462,2016-07-27 05:07:00,16,17
1463,2016-07-27 05:08:00,12,21
1464,2016-07-27 05:09:00,18,25
1465,2016-07-27 05:10:00,16,13
1466,2016-07-27 05:11:00,23,17
1467,2016-07-27 05:12:00,21,16
1468,2016-07-27 05:13:00,17,11
1469,2016-07-27 05:14:00,15,18
1470,2016-07-27 05:15:00,16,14
1471,2016-07-27 05:16:00,16,19
1472,2016-07-27 05:17:00,15,21
1473,2016-07-27 05:18:00,14,14
1474,2016-07-27 05:19:00,19,16
1475,2016-07-27 05:20:00,14,9
1476,2016-07-27 05:21:00,20,14
1477,2016-07-27 05:22:00,14,20
1478,2016-07-27 05:23:00,17,13
1479,2016-07-27 05:24:00,18,18
1480,2016-07-27 05:25:00,12,22
1481,2016-07-27 05:26:00,20,13
1482,2016-07-27 05:27:00,22,16
1483,2016-07-27 05:28:00,15,27
1484,2016-07-27 05:29:00,9,10
1485,2016-07-27 05:30:00,18,13
1486,2016-07-27 05:31:00,14,20
1487,2016-07-27 05:32:00,16,12
1488,2016-07-27 05:33:00,25,17
1489,2016-07-27 05:34:00,17,16
1490,2016-07-27 05:35:00,15,22
1491,2016-07-27 05:36:00,16,22
1492,2016-07-27 05:37:00,15,18
1493,2016-07-27 05:38:00,19,13
1494,2016-07-27 05:39:00,15,19
1495,2016-07-27 05:40:00,16,14
1496,2016-07-27 05:41:00,15,22
1497,2016-07-27 05:42:00,24,15
1498,2016-07-27 05:43:00,17,9
1499,2016-07-27 05:44:00,18,17
1500,2016-07-27 05:45:00,16,19
1501,2016-07-27 05:46:00,16,12
1502,2016-07-27 05:47:00,19,24
1503,2016-07-27 05:48:00,13,21
1504,2016-07-27 05:49:00,23,28
1505,2016-07-27 05:50:00,13,18
1506,2016-07-27 05:51:00,18,19
1507,2016-07-27 05:52:00,15,15
1508,2016-07-27 05:53:00,13,15
1509,2016-07-27 05:54:00,20,13
1510,2016-07-27 05:55:00,15,20
1511,2016-07-27 05:56:00,16,16
1512,2016-07-27 05:57:00,15,19
1513,2016-07-27 05:58:00,17,20
1514,2016-07-27 05:59:00,22,27
1515,2016-07-27 06:00:00,18,16
1516,2016-07-27 06:01:00,14,18
1517,2016-07-27 06:02:00,13,16
1518,2016-07-27 06:03:00,21,15
1519,2016-07-27 06:04:00,14,19
1520,2016-07-27 06:05:00,18,15
1521,2016-07-27 06:06:00,16,16
1522,2016-07-27 06:07:00,17,20
1523,2016-07-27 06:08:00,13,15
1524,2016-07-27 06:09:00,17,11
1525,2016-07-27 06:10:00,18,19
1526,2016-07-27 06:11:00,21,12
1527,2016-07-27 06:12:00,7,20
1528,2016-07-27 06:13:00,11,18
1529,2016-07-27 06:14:00,20,18
1530,2016-07-27 06:15:00,19,15
1531,2016-07-27 06:16:00,16,20
1532,2016-07-27 06:17:00,18,25
1533,2016-07-27 06:18:00,12,17
1534,2016-07-27 06:19:00,22,22
1535,2016-07-27 06:20:00,15,13
1536,2016-07-27 06:21:00,15,14
1537,2016-07-27 06:22:00,24,20
1538,2016-07-27 06:23:00,11,24
1539,2016-07-27 06:24:00,16,21
1540,2016-07-27 06:25:00,18,19
1541,2016-07-27 06:26:00,18,21
1542,2016-07-27 06:27:00,15,21
1543,2016-07-27 06:28:00,21,26
1544,2016-07-27 06:29:00,9,18
1545,2016-07-27 06:30:00,19,13
1546,2016-07-27 06:31:00,14,18
1547,2016-07-27 06:32:00,19,11
1548,2016-07-27 06:33:00,15,11
1549,2016-07-27 06:34:00,18,17
