,time,open_cnt,c_cnt
107,2016-07-26 06:32:00,22,15
108,2016-07-26 06:33:00,15,13
109,2016-07-26 06:34:00,11,16
110,2016-07-26 06:35:00,16,17
111,2016-07-26 06:36:00,19,15
112,2016-07-26 06:37:00,17,17
113,2016-07-26 06:38:00,18,27
114,2016-07-26 06:39:00,14,14
115,2016-07-26 06:40:00,19,17
116,2016-07-26 06:41:00,10,9
117,2016-07-26 06:42:00,14,15
118,2016-07-26 06:43:00,20,12
119,2016-07-26 06:44:00,14,14
120,2016-07-26 06:45:00,22,19
121,2016-07-26 06:46:00,25,9
122,2016-07-26 06:47:00,14,17
123,2016-07-26 06:48:00,14,15
124,2016-07-26 06:49:00,18,15
125,2016-07-26 06:50:00,17,8
126,2016-07-26 06:51:00,11,18
127,2016-07-26 06:52:00,13,26
128,2016-07-26 06:53:00,17,14
129,2016-07-26 06:54:00,21,13
130,2016-07-26 06:55:00,19,26
131,2016-07-26 06:56:00,25,13
132,2016-07-26 06:57:00,13,11
133,2016-07-26 06:58:00,22,13
134,2016-07-26 06:59:00,11,17
135,2016-07-26 07:00:00,14,25
136,2016-07-26 07:01:00,15,14
137,2016-07-26 07:02:00,19,17
138,2016-07-26 07:03:00,23,13
139,2016-07-26 07:04:00,16,17
140,2016-07-26 07:05:00,16,13
141,2016-07-26 07:06:00,21,19
142,2016-07-26 07:07:00,14,20
143,2016-07-26 07:08:00,13,15
144,2016-07-26 07:09:00,15,17
145,2016-07-26 07:10:00,11,20
146,2016-07-26 07:11:00,18,15
147,2016-07-26 07:12:00,14,13
148,2016-07-26 07:13:00,14,16
149,2016-07-26 07:14:00,22,14
150,2016-07-26 07:15:00,14,19
151,2016-07-26 07:16:00,18,21
152,2016-07-26 07:17:00,23,12
153,2016-07-26 07:18:00,20,14
154,2016-07-26 07:19:00,15,21
155,2016-07-26 07:20:00,12,14
156,2016-07-26 07:21:00,20,19
157,2016-07-26 07:22:00,22,14
158,2016-07-26 07:23:00,10,22
159,2016-07-26 07:24:00,18,22
160,2016-07-26 07:25:00,11,16
161,2016-07-26 07:26:00,16,17
162,2016-07-26 07:27:00,22,16
163,2016-07-26 07:28:00,17,22
164,2016-07-26 07:29:00,19,17
165,2016-07-26 07:30:00,10,16
166,2016-07-26 07:31:00,14,15
167,2016-07-26 07:32:00,20,10
168,2016-07-26 07:33:00,11,17
169,2016-07-26 07:34:00,13,22
170,2016-07-26 07:35:00,27,14
171,2016-07-26 07:36:00,15,13
172,2016-07-26 07:37:00,13,12
173,2016-07-26 07:38:00,15,17
174,2016-07-26 07:39:00,15,22
175,2016-07-26 07:40:00,17,21
176,2016-07-26 07:41:00,19,23
177,2016-07-26 07:42:00,21,18
178,2016-07-26 07:43:00,16,19
179,2016-07-26 07:44:00,22,12
180,2016-07-26 07:45:00,16,18
181,2016-07-26 07:46:00,25,20
182,2016-07-26 07:47:00,14,15
183,2016-07-26 07:48:00,13,13
184,2016-07-26 07:49:00,13,22
185,2016-07-26 07:50:00,23,12
186,2016-07-26 07:51:00,14,17
187,2016-07-26 07:52:00,19,11
188,2016-07-26 07:53:00,19,19
189,2016-07-26 07:54:00,10,18
190,2016-07-26 07:55:00,18,17
191,2016-07-26 07:56:00,14,13
192,2016-07-26 07:57:00,15,13
193,2016-07-26 07:58:00,16,21
194,2016-07-26 07:59:00,21,9
195,2016-07-26 08:00:00,17,10
196,2016-07-26 08:01:00,12,15
197,2016-07-26 08:02:00,21,24
198,2016-07-26 08:03:00,15,18
199,2016-07-26 08:04:00,16,18
200,2016-07-26 08:05:00,18,18
201,2016-07-26 08:06:00,21,14
202,2016-07-26 08:07:00,18,21
203,2016-07-26 08:08:00,13,12
204,2016-07-26 08:09:00,15,16
205,2016-07-26 08:10:00,13,17
206,2016-07-26 08:11:00,15,12
207,2016-07-26 08:12:00,22,13
208,2016-07-26 08:13:00,20,22
209,2016-07-26 08:14:00,15,11
210,2016-07-26 08:15:00,16,26
211,2016-07-26 08:16:00,22,26
212,2016-07-26 08:17:00,9,15
213,2016-07-26 08:18:00,21,16
214,2016-07-26 08:19:00,6,17
215,2016-07-26 08:20:00,12,16
216,2016-07-26 08:21:00,14,14
217,2016-07-26 08:22:00,25,12
218,2016-07-26 08:23:00,27,13
219,2016-07-26 08:24:00,14,9
220,2016-07-26 08:25:00,15,14
221,2016-07-26 08:26:00,15,14
222,2016-07-26 08:27:00,17,11
223,2016-07-26 08:28:00,15,17
224,2016-07-26 08:29:00,16,18
225,2016-07-26 08:30:00,21,20
226,2016-07-26 08:31:00,17,13
227,2016-07-26 08:32:00,13,9
228,2016-07-26 08:33:00,19,20
229,2016-07-26 08:34:00,15,20
230,2016-07-26 08:35:00,14,15
231,2016-07-26 08:36:00,15,17
232,2016-07-26 08:37:00,20,21
233,2016-07-26 08:38:00,21,19
234,2016-07-26 08:39:00,14,13
235,2016-07-26 08:40:00,13,15
236,2016-07-26 08:41:00,16,14
237,2016-07-26 08:42:00,13,20
238,2016-07-26 08:43:00,17,12
239,2016-07-26 08:44:00,23,12
240,2016-07-26 08:45:00,15,26
241,2016-07-26 08:46:00,22,22
242,2016-07-26 08:47:00,13,15
243,2016-07-26 08:48:00,17,22
244,2016-07-26 08:49:00,20,23
245,2016-07-26 08:50:00,12,18
246,2016-07-26 08:51:00,16,23
247,2016-07-26 08:52:00,14,21
248,2016-07-26 08:53:00,18,16
249,2016-07-26 08:54:00,13,14
250,2016-07-26 08:55:00,25,21
251,2016-07-26 08:56:00,13,15
252,2016-07-26 08:57:00,16,21
253,2016-07-26 08:58:00,16,16
254,2016-07-26 08:59:00,17,19
255,2016-07-26 09:00:00,12,17
256,2016-07-26 09:01:00,18,14
257,2016-07-26 09:02:00,25,17
258,2016-07-26 09:03:00,19,7
259,2016-07-26 09:04:00,17,12
260,2016-07-26 09:05:00,24,14
261,2016-07-26 09:06:00,15,17
262,2016-07-26 09:07:00,14,23
263,2016-07-26 09:08:00,9,14
264,2016-07-26 09:09:00,18,10
265,2016-07-26 09:10:00,19,26
266,2016-07-26 09:11:00,14,24
267,2016-07-26 09:12:00,16,14
268,2016-07-26 09:13:00,18,10
269,2016-07-26 09:14:00,14,20
270,2016-07-26 09:15:00,18,13
271,2016-07-26 09:16:00,18,17
272,2016-07-26 09:17:00,19,16
273,2016-07-26 09:18:00,12,16
274,2016-07-26 09:19:00,12,15
275,2016-07-26 09:20:00,22,15
276,2016-07-26 09:21:00,22,21
277,2016-07-26 09:22:00,20,20
278,2016-07-26 09:23:00,17,28
279,2016-07-26 09:24:00,17,23
280,2016-07-26 09:25:00,8,14
281,2016-07-26 09:26:00,20,23
282,2016-07-26 09:27:00,12,17
283,2016-07-26 09:28:00,15,12
284,2016-07-26 09:29:00,16,18
285,2016-07-26 09:30:00,14,12
286,2016-07-26 09:31:00,21,10
287,2016-07-26 09:32:00,16,21
288,2016-07-26 09:33:00,14,12
289,2016-07-26 09:34:00,19,22
290,2016-07-26 09:35:00,15,10
291,2016-07-26 09:36:00,22,16
292,2016-07-26 09:37:00,17,15
293,2016-07-26 09:38:00,23,17
294,2016-07-26 09:39:00,14,15
295,2016-07-26 09:40:00,14,14
296,2016-07-26 09:41:00,15,10
297,2016-07-26 09:42:00,15,11
298,2016-07-26 09:43:00,20,17
299,2016-07-26 09:44:00,24,22
300,2016-07-26 09:45:00,17,21
301,2016-07-26 09:46:00,15,12
302,2016-07-26 09:47:00,12,13
303,2016-07-26 09:48:00,21,14
304,2016-07-26 09:49:00,23,20
305,2016-07-26 09:50:00,11,22
306,2016-07-26 09:51:00,14,11
307,2016-07-26 09:52:00,13,24
308,2016-07-26 09:53:00,22,18
309,2016-07-26 09:54:00,10,16
310,2016-07-26 09:55:00,16,19
311,2016-07-26 09:56:00,17,17
312,2016-07-26 09:57:00,15,17
313,2016-07-26 09:58:00,23,15
314,2016-07-26 09:59:00,16,19
315,2016-07-26 10:00:00,12,12
316,2016-07-26 10:01:00,14,21
317,2016-07-26 10:02:00,16,16
318,2016-07-26 10:03:00,30,16
319,2016-07-26 10:04:00,15,14
320,2016-07-26 10:05:00,13,15
321,2016-07-26 10:06:00,9,17
322,2016-07-26 10:07:00,20,17
323,2016-07-26 10:08:00,22,17
324,2016-07-26 10:09:00,16,18
325,2016-07-26 10:10:00,14,18
326,2016-07-26 10:11:00,13,16
327,2016-07-26 10:12:00,12,14
328,2016-07-26 10:13:00,16,15
329,2016-07-26 10:14:00,24,14
330,2016-07-26 10:15:00,18,13
331,2016-07-26 10:16:00,15,16
332,2016-07-26 10:17:00,16,13
333,2016-07-26 10:18:00,13,14
334,2016-07-26 10:19:00,14,11
335,2016-07-26 10:20:00,16,15
336,2016-07-26 10:21:00,18,19
337,2016-07-26 10:22:00,19,18
338,2016-07-26 10:23:00,22,22
339,2016-07-26 10:24:00,20,18
340,2016-07-26 10:25:00,19,21
341,2016-07-26 10:26:00,11,13
342,2016-07-26 10:27:00,16,11
343,2016-07-26 10:28:00,23,15
344,2016-07-26 10:29:00,7,12
345,2016-07-26 10:30:00,16,14
346,2016-07-26 10:31:00,19,11
347,2016-07-26 10:32:00,11,29
348,2016-07-26 10:33:00,20,17
349,2016-07-26 10:34:00,21,17
350,2016-07-26 10:35:00,20,18
351,2016-07-26 10:36:00,18,13
352,2016-07-26 10:37:00,15,20
353,2016-07-26 10:38:00,14,24
354,2016-07-26 10:39:00,21,14
355,2016-07-26 10:40:00,16,18
356,2016-07-26 10:41:00,17,14
357,2016-07-26 10:42:00,17,18
358,2016-07-26 10:43:00,13,15
359,2016-07-26 10:44:00,17,17
360,2016-07-26 10:45:00,23,21
361,2016-07-26 10:46:00,16,18
362,2016-07-26 10:47:00,10,18
363,2016-07-26 10:48:00,18,20
364,2016-07-26 10:49:00,8,20
365,2016-07-26 10:50:00,20,16
366,2016-07-26 10:51:00,15,16
367,2016-07-26 10:52:00,19,8
368,2016-07-26 10:53:00,17,20
369,2016-07-26 10:54:00,23,19
370,2016-07-26 10:55:00,21,15
371,2016-07-26 10:56:00,13,14
372,2016-07-26 10:57:00,18,11
373,2016-07-26 10:58:00,16,17
374,2016-07-26 10:59:00,11,22
375,2016-07-26 11:00:00,21,13
376,2016-07-26 11:01:00,22,13
377,2016-07-26 11:02:00,12,15
378,2016-07-26 11:03:00,20,12
379,2016-07-26 11:04:00,12,20
380,2016-07-26 11:05:00,10,16
381,2016-07-26 11:06:00,19,22
382,2016-07-26 11:07:00,20,16
383,2016-07-26 11:08:00,16,14
384,2016-07-26 11:09:00,15,20
385,2016-07-26 11:10:00,15,16
386,2016-07-26 11:11:00,17,10
387,2016-07-26 11:12:00,14,18
388,2016-07-26 11:13:00,18,14
389,2016-07-26 11:14:00,19,28
390,2016-07-26 11:15:00,19,14
391,2016-07-26 11:16:00,23,19
392,2016-07-26 11:17:00,14,15
393,2016-07-26 11:18:00,17,17
394,2016-07-26 11:19:00,11,21
395,2016-07-26 11:20:00,16,16
396,2016-07-26 11:21:00,17,15
397,2016-07-26 11:22:00,13,17
398,2016-07-26 11:23:00,21,20
399,2016-07-26 11:24:00,20,18
400,2016-07-26 11:25:00,19,17
401,2016-07-26 11:26:00,11,23
402,2016-07-26 11:27:00,19,8
403,2016-07-26 11:28:00,14,18
404,2016-07-26 11:29:00,24,26
405,2016-07-26 11:30:00,10,23
406,2016-07-26 11:31:00,12,16
407,2016-07-26 11:32:00,18,10
408,2016-07-26 11:33:00,16,20
409,2016-07-26 11:34:00,18,11
410,2016-07-26 11:35:00,19,14
411,2016-07-26 11:36:00,15,13
412,2016-07-26 11:37:00,22,10
413,2016-07-26 11:38:00,14,16
414,2016-07-26 11:39:00,11,17
415,2016-07-26 11:40:00,16,17
416,2016-07-26 11:41:00,12,19
417,2016-07-26 11:42:00,22,16
418,2016-07-26 11:43:00,12,13
419,2016-07-26 11:44:00,25,15
420,2016-07-26 11:45:00,13,17
421,2016-07-26 11:46:00,16,7
422,2016-07-26 11:47:00,13,14
423,2016-07-26 11:48:00,24,16
424,2016-07-26 11:49:00,13,18
425,2016-07-26 11:50:00,20,11
426,2016-07-26 11:51:00,9,21
427,2016-07-26 11:52:00,26,18
428,2016-07-26 11:53:00,16,19
429,2016-07-26 11:54:00,15,19
430,2016-07-26 11:55:00,14,11
431,2016-07-26 11:56:00,18,12
432,2016-07-26 11:57:00,16,16
433,2016-07-26 11:58:00,19,26
434,2016-07-26 11:59:00,18,17
435,2016-07-26 12:00:00,12,19
436,2016-07-26 12:01:00,11,19
437,2016-07-26 12:02:00,20,20
438,2016-07-26 12:03:00,20,19
439,2016-07-26 12:04:00,17,26
440,2016-07-26 12:05:00,25,22
441,2016-07-26 12:06:00,23,27
442,2016-07-26 12:07:00,17,10
443,2016-07-26 12:08:00,9,9
444,2016-07-26 12:09:00,15,19
445,2016-07-26 12:10:00,15,19
446,2016-07-26 12:11:00,19,16
447,2016-07-26 12:12:00,15,14
448,2016-07-26 12:13:00,12,16
449,2016-07-26 12:14:00,19,13
450,2016-07-26 12:15:00,19,18
451,2016-07-26 12:16:00,16,14
452,2016-07-26 12:17:00,16,13
453,2016-07-26 12:18:00,19,16
454,2016-07-26 12:19:00,16,17
455,2016-07-26 12:20:00,16,17
456,2016-07-26 12:21:00,14,23
457,2016-07-26 12:22:00,20,21
458,2016-07-26 12:23:00,17,16
459,2016-07-26 12:24:00,14,13
460,2016-07-26 12:25:00,21,12
461,2016-07-26 12:26:00,17,15
462,2016-07-26 12:27:00,17,22
463,2016-07-26 12:28:00,15,8
464,2016-07-26 12:29:00,13,13
465,2016-07-26 12:30:00,20,23
466,2016-07-26 12:31:00,16,22
467,2016-07-26 12:32:00,14,16
468,2016-07-26 12:33:00,22,19
469,2016-07-26 12:34:00,15,24
470,2016-07-26 12:35:00,12,17
471,2016-07-26 12:36:00,20,12
472,2016-07-26 12:37:00,12,20
473,2016-07-26 12:38:00,18,16
474,2016-07-26 12:39:00,12,11
475,2016-07-26 12:40:00,14,15
476,2016-07-26 12:41:00,20,11
477,2016-07-26 12:42:00,18,17
478,2016-07-26 12:43:00,12,17
479,2016-07-26 12:44:00,22,17
480,2016-07-26 12:45:00,16,19
481,2016-07-26 12:46:00,24,16
482,2016-07-26 12:47:00,16,17
483,2016-07-26 12:48:00,10,17
484,2016-07-26 12:49:00,22,26
485,2016-07-26 12:50:00,21,16
486,2016-07-26 12:51:00,13,12
487,2016-07-26 12:52:00,14,15
488,2016-07-26 12:53:00,15,17
489,2016-07-26 12:54:00,16,13
490,2016-07-26 12:55:00,19,17
491,2016-07-26 12:56:00,14,19
492,2016-07-26 12:57:00,25,17
493,2016-07-26 12:58:00,18,14
494,2016-07-26 12:59:00,18,24
495,2016-07-26 13:00:00,26,30
496,2016-07-26 13:01:00,14,14
497,2016-07-26 13:02:00,13,24
498,2016-07-26 13:03:00,11,18
499,2016-07-26 13:04:00,13,21
500,2016-07-26 13:05:00,15,12
501,2016-07-26 13:06:00,20,14
502,2016-07-26 13:07:00,17,17
503,2016-07-26 13:08:00,13,21
504,2016-07-26 13:09:00,14,23
505,2016-07-26 13:10:00,24,20
506,2016-07-26 13:11:00,15,28
507,2016-07-26 13:12:00,16,11
508,2016-07-26 13:13:00,16,13
509,2016-07-26 13:14:00,12,16
510,2016-07-26 13:15:00,17,18
511,2016-07-26 13:16:00,16,19
512,2016-07-26 13:17:00,15,15
513,2016-07-26 13:18:00,21,15
514,2016-07-26 13:19:00,22,13
515,2016-07-26 13:20:00,14,21
516,2016-07-26 13:21:00,15,17
517,2016-07-26 13:22:00,14,16
518,2016-07-26 13:23:00,19,14
519,2016-07-26 13:24:00,23,16
520,2016-07-26 13:25:00,15,18
521,2016-07-26 13:26:00,15,12
522,2016-07-26 13:27:00,16,14
523,2016-07-26 13:28:00,17,21
524,2016-07-26 13:29:00,13,13
525,2016-07-26 13:30:00,20,18
526,2016-07-26 13:31:00,18,10
527,2016-07-26 13:32:00,20,15
528,2016-07-26 13:33:00,22,14
529,2016-07-26 13:34:00,15,18
530,2016-07-26 13:35:00,18,17
531,2016-07-26 13:36:00,15,20
532,2016-07-26 13:37:00,17,19
533,2016-07-26 13:38:00,17,19
534,2016-07-26 13:39:00,17,22
535,2016-07-26 13:40:00,11,18
536,2016-07-26 13:41:00,12,19
537,2016-07-26 13:42:00,15,13
538,2016-07-26 13:43:00,18,22
539,2016-07-26 13:44:00,17,18
540,2016-07-26 13:45:00,17,18
541,2016-07-26 13:46:00,17,7
542,2016-07-26 13:47:00,18,22
543,2016-07-26 13:48:00,13,13
544,2016-07-26 13:49:00,15,16
545,2016-07-26 13:50:00,17,17
546,2016-07-26 13:51:00,14,16
547,2016-07-26 13:52:00,13,22
548,2016-07-26 13:53:00,13,14
549,2016-07-26 13:54:00,26,16
550,2016-07-26 13:55:00,16,20
551,2016-07-26 13:56:00,12,9
552,2016-07-26 13:57:00,27,17
553,2016-07-26 13:58:00,14,16
554,2016-07-26 13:59:00,16,19
555,2016-07-26 14:00:00,13,13
556,2016-07-26 14:01:00,17,14
557,2016-07-26 14:02:00,20,13
558,2016-07-26 14:03:00,21,20
559,2016-07-26 14:04:00,11,14
560,2016-07-26 14:05:00,21,18
561,2016-07-26 14:06:00,19,18
562,2016-07-26 14:07:00,14,21
563,2016-07-26 14:08:00,14,16
564,2016-07-26 14:09:00,22,16
565,2016-07-26 14:10:00,14,11
566,2016-07-26 14:11:00,17,15
567,2016-07-26 14:12:00,14,18
568,2016-07-26 14:13:00,19,22
569,2016-07-26 14:14:00,14,20
570,2016-07-26 14:15:00,20,16
571,2016-07-26 14:16:00,15,18
572,2016-07-26 14:17:00,15,12
573,2016-07-26 14:18:00,17,23
574,2016-07-26 14:19:00,18,14
575,2016-07-26 14:20:00,25,19
576,2016-07-26 14:21:00,14,21
577,2016-07-26 14:22:00,16,15
578,2016-07-26 14:23:00,14,10
579,2016-07-26 14:24:00,15,9
580,2016-07-26 14:25:00,18,18
581,2016-07-26 14:26:00,20,17
582,2016-07-26 14:27:00,10,18
583,2016-07-26 14:28:00,13,20
584,2016-07-26 14:29:00,16,14
585,2016-07-26 14:30:00,10,13
586,2016-07-26 14:31:00,20,18
587,2016-07-26 14:32:00,19,12
588,2016-07-26 14:33:00,23,15
589,2016-07-26 14:34:00,17,12
590,2016-07-26 14:35:00,20,10
591,2016-07-26 14:36:00,17,18
592,2016-07-26 14:37:00,19,14
593,2016-07-26 14:38:00,11,19
594,2016-07-26 14:39:00,17,20
595,2016-07-26 14:40:00,22,10
596,2016-07-26 14:41:00,18,7
597,2016-07-26 14:42:00,17,15
598,2016-07-26 14:43:00,13,13
599,2016-07-26 14:44:00,19,18
600,2016-07-26 14:45:00,16,28
601,2016-07-26 14:46:00,12,8
602,2016-07-26 14:47:00,14,24
603,2016-07-26 14:48:00,18,16
604,2016-07-26 14:49:00,17,17
605,2016-07-26 14:50:00,17,14
606,2016-07-26 14:51:00,16,19
607,2016-07-26 14:52:00,18,19
608,2016-07-26 14:53:00,20,16
609,2016-07-26 14:54:00,14,14
610,2016-07-26 14:55:00,23,17
611,2016-07-26 14:56:00,16,17
612,2016-07-26 14:57:00,13,18
613,2016-07-26 14:58:00,15,15
614,2016-07-26 14:59:00,9,11
615,2016-07-26 15:00:00,14,17
616,2016-07-26 15:01:00,20,14
617,2016-07-26 15:02:00,21,17
618,2016-07-26 15:03:00,18,15
619,2016-07-26 15:04:00,10,13
620,2016-07-26 15:05:00,23,7
621,2016-07-26 15:06:00,21,23
622,2016-07-26 15:07:00,21,14
623,2016-07-26 15:08:00,9,21
624,2016-07-26 15:09:00,18,12
625,2016-07-26 15:10:00,9,22
626,2016-07-26 15:11:00,16,14
627,2016-07-26 15:12:00,25,12
628,2016-07-26 15:13:00,14,20
629,2016-07-26 15:14:00,15,19
630,2016-07-26 15:15:00,20,12
631,2016-07-26 15:16:00,19,15
632,2016-07-26 15:17:00,15,25
633,2016-07-26 15:18:00,23,17
634,2016-07-26 15:19:00,17,18
635,2016-07-26 15:20:00,19,19
636,2016-07-26 15:21:00,18,19
637,2016-07-26 15:22:00,16,16
638,2016-07-26 15:23:00,15,18
639,2016-07-26 15:24:00,13,24
640,2016-07-26 15:25:00,24,20
641,2016-07-26 15:26:00,16,13
642,2016-07-26 15:27:00,10,18
643,2016-07-26 15:28:00,13,18
644,2016-07-26 15:29:00,16,21
645,2016-07-26 15:30:00,16,19
646,2016-07-26 15:31:00,14,23
647,2016-07-26 15:32:00,17,13
648,2016-07-26 15:33:00,21,16
649,2016-07-26 15:34:00,18,17
650,2016-07-26 15:35:00,15,20
651,2016-07-26 15:36:00,11,14
652,2016-07-26 15:37:00,21,27
653,2016-07-26 15:38:00,19,15
654,2016-07-26 15:39:00,25,15
655,2016-07-26 15:40:00,4,18
656,2016-07-26 15:41:00,10,21
657,2016-07-26 15:42:00,19,17
658,2016-07-26 15:43:00,17,14
659,2016-07-26 15:44:00,18,17
660,2016-07-26 15:45:00,24,16
661,2016-07-26 15:46:00,18,21
662,2016-07-26 15:47:00,17,19
663,2016-07-26 15:48:00,15,14
664,2016-07-26 15:49:00,16,16
665,2016-07-26 15:50:00,14,16
666,2016-07-26 15:51:00,19,22
667,2016-07-26 15:52:00,18,17
668,2016-07-26 15:53:00,17,16
669,2016-07-26 15:54:00,18,12
670,2016-07-26 15:55:00,19,15
671,2016-07-26 15:56:00,17,11
672,2016-07-26 15:57:00,14,19
673,2016-07-26 15:58:00,9,20
674,2016-07-26 15:59:00,18,15
675,2016-07-26 16:00:00,18,24
676,2016-07-26 16:01:00,17,17
677,2016-07-26 16:02:00,14,15
678,2016-07-26 16:03:00,17,24
679,2016-07-26 16:04:00,12,12
680,2016-07-26 16:05:00,16,15
681,2016-07-26 16:06:00,15,25
682,2016-07-26 16:07:00,16,16
683,2016-07-26 16:08:00,24,17
684,2016-07-26 16:09:00,16,15
685,2016-07-26 16:10:00,21,11
686,2016-07-26 16:11:00,22,22
687,2016-07-26 16:12:00,17,16
688,2016-07-26 16:13:00,17,15
689,2016-07-26 16:14:00,17,19
690,2016-07-26 16:15:00,20,18
691,2016-07-26 16:16:00,18,15
692,2016-07-26 16:17:00,10,16
693,2016-07-26 16:18:00,11,15
694,2016-07-26 16:19:00,12,17
695,2016-07-26 16:20:00,15,17
696,2016-07-26 16:21:00,18,21
697,2016-07-26 16:22:00,13,19
698,2016-07-26 16:23:00,22,24
699,2016-07-26 16:24:00,21,13
700,2016-07-26 16:25:00,17,19
701,2016-07-26 16:26:00,14,16
702,2016-07-26 16:27:00,11,17
703,2016-07-26 16:28:00,18,19
704,2016-07-26 16:29:00,17,18
705,2016-07-26 16:30:00,20,13
706,2016-07-26 16:31:00,16,21
707,2016-07-26 16:32:00,10,18
708,2016-07-26 16:33:00,19,24
709,2016-07-26 16:34:00,19,13
710,2016-07-26 16:35:00,16,5
711,2016-07-26 16:36:00,17,18
712,2016-07-26 16:37:00,16,11
713,2016-07-26 16:38:00,16,17
714,2016-07-26 16:39:00,9,14
715,2016-07-26 16:40:00,21,16
716,2016-07-26 16:41:00,20,19
717,2016-07-26 16:42:00,13,19
718,2016-07-26 16:43:00,26,13
719,2016-07-26 16:44:00,20,18
720,2016-07-26 16:45:00,14,17
721,2016-07-26 16:46:00,10,23
722,2016-07-26 16:47:00,20,18
723,2016-07-26 16:48:00,19,9
724,2016-07-26 16:49:00,13,12
725,2016-07-26 16:50:00,21,20
726,2016-07-26 16:51:00,21,18
727,2016-07-26 16:52:00,13,17
728,2016-07-26 16:53:00,17,15
729,2016-07-26 16:54:00,15,16
730,2016-07-26 16:55:00,14,12
731,2016-07-26 16:56:00,18,13
732,2016-07-26 16:57:00,14,15
733,2016-07-26 16:58:00,16,12
734,2016-07-26 16:59:00,12,11
735,2016-07-26 17:00:00,22,17
736,2016-07-26 17:01:00,13,20
737,2016-07-26 17:02:00,14,11
738,2016-07-26 17:03:00,18,18
739,2016-07-26 17:04:00,16,10
740,2016-07-26 17:05:00,24,18
741,2016-07-26 17:06:00,14,16
742,2016-07-26 17:07:00,22,16
743,2016-07-26 17:08:00,14,16
744,2016-07-26 17:09:00,21,20
745,2016-07-26 17:10:00,17,22
746,2016-07-26 17:11:00,15,17
747,2016-07-26 17:12:00,15,22
748,2016-07-26 17:13:00,17,15
749,2016-07-26 17:14:00,14,26
750,2016-07-26 17:15:00,21,21
751,2016-07-26 17:16:00,10,20
752,2016-07-26 17:17:00,21,17
753,2016-07-26 17:18:00,19,12
754,2016-07-26 17:19:00,15,14
755,2016-07-26 17:20:00,17,17
756,2016-07-26 17:21:00,16,15
757,2016-07-26 17:22:00,8,20
758,2016-07-26 17:23:00,23,12
759,2016-07-26 17:24:00,24,18
760,2016-07-26 17:25:00,20,8
761,2016-07-26 17:26:00,17,19
762,2016-07-26 17:27:00,21,17
763,2016-07-26 17:28:00,16,27
764,2016-07-26 17:29:00,12,13
765,2016-07-26 17:30:00,9,10
766,2016-07-26 17:31:00,19,23
767,2016-07-26 17:32:00,10,14
768,2016-07-26 17:33:00,19,14
769,2016-07-26 17:34:00,15,19
770,2016-07-26 17:35:00,15,12
771,2016-07-26 17:36:00,22,18
772,2016-07-26 17:37:00,11,13
773,2016-07-26 17:38:00,19,14
774,2016-07-26 17:39:00,21,16
775,2016-07-26 17:40:00,20,16
776,2016-07-26 17:41:00,16,17
777,2016-07-26 17:42:00,17,15
778,2016-07-26 17:43:00,13,17
779,2016-07-26 17:44:00,19,20
780,2016-07-26 17:45:00,13,12
781,2016-07-26 17:46:00,17,13
782,2016-07-26 17:47:00,26,10
783,2016-07-26 17:48:00,12,19
784,2016-07-26 17:49:00,14,18
785,2016-07-26 17:50:00,22,11
786,2016-07-26 17:51:00,21,26
787,2016-07-26 17:52:00,9,20
788,2016-07-26 17:53:00,13,12
789,2016-07-26 17:54:00,20,15
790,2016-07-26 17:55:00,18,9
791,2016-07-26 17:56:00,17,13
792,2016-07-26 17:57:00,20,17
793,2016-07-26 17:58:00,24,25
794,2016-07-26 17:59:00,13,16
795,2016-07-26 18:00:00,11,14
796,2016-07-26 18:01:00,13,15
797,2016-07-26 18:02:00,15,16
798,2016-07-26 18:03:00,13,19
799,2016-07-26 18:04:00,17,22
800,2016-07-26 18:05:00,25,13
801,2016-07-26 18:06:00,15,16
802,2016-07-26 18:07:00,19,21
803,2016-07-26 18:08:00,21,21
804,2016-07-26 18:09:00,12,18
805,2016-07-26 18:10:00,11,17
806,2016-07-26 18:11:00,19,12
807,2016-07-26 18:12:00,15,20
808,2016-07-26 18:13:00,15,13
809,2016-07-26 18:14:00,17,18
810,2016-07-26 18:15:00,13,14
811,2016-07-26 18:16:00,19,17
812,2016-07-26 18:17:00,19,17
813,2016-07-26 18:18:00,19,20
814,2016-07-26 18:19:00,16,15
815,2016-07-26 18:20:00,13,14
816,2016-07-26 18:21:00,14,17
817,2016-07-26 18:22:00,26,21
818,2016-07-26 18:23:00,14,11
819,2016-07-26 18:24:00,16,13
820,2016-07-26 18:25:00,18,23
821,2016-07-26 18:26:00,17,16
822,2016-07-26 18:27:00,16,18
823,2016-07-26 18:28:00,17,12
824,2016-07-26 18:29:00,15,13
825,2016-07-26 18:30:00,13,25
826,2016-07-26 18:31:00,23,22
827,2016-07-26 18:32:00,16,15
828,2016-07-26 18:33:00,19,20
829,2016-07-26 18:34:00,12,20
830,2016-07-26 18:35:00,15,15
831,2016-07-26 18:36:00,17,18
832,2016-07-26 18:37:00,15,16
833,2016-07-26 18:38:00,23,9
834,2016-07-26 18:39:00,11,12
835,2016-07-26 18:40:00,15,14
836,2016-07-26 18:41:00,16,16
837,2016-07-26 18:42:00,13,20
838,2016-07-26 18:43:00,19,14
839,2016-07-26 18:44:00,16,14
840,2016-07-26 18:45:00,17,18
841,2016-07-26 18:46:00,24,16
842,2016-07-26 18:47:00,17,18
